DZY, Rakan, Guardian, Redemption, Remnant of the Watchers, Knight's Vow, Control Ward, Kindlegem, Boots of Mobility
stack tears, Pyke, Electrocute, Enchantment: Warrior, Refillable Potion, Caulfield's Warhammer, Boots of Swiftness, Serrated Dirk, 
stack tears, Jhin, Fleet Footwork, B. F. Sword, Essence Reaver, Vampiric Scepter, Infinity Edge, Rapid Firecannon, Boots of Swiftness
stack tears, Qiyana, Dark Harvest, Enchantment: Warrior, Refillable Potion, Guardian Angel, Duskblade of Draktharr, Long Sword, Ninja Tabi
stack tears, Qiyana, Electrocute, Doran's Shield, Duskblade of Draktharr, Maw of Malmortius, Boots of Swiftness, Chain Vest, B. F. Sword
stack tears, Qiyana, Electrocute, Doran's Shield, Duskblade of Draktharr, Long Sword, Boots of Speed, Long Sword, 
lacouste, Maokai, Dark Harvest, Luden's Echo, Zhonya's Hourglass, Rabadon's Deathcap, Poro-Snax, Liandry's Torment, Void Staff, Sorcerer's Shoes
lacouste, Ahri, Electrocute, Sorcerer's Shoes, Hextech GLP-800, Rabadon's Deathcap, Poro-Snax, Morellonomicon, Amplifying Tome, Blasting Wand
lacouste, Kai'Sa, Dark Harvest, Luden's Echo, Morellonomicon, Sorcerer's Shoes, Poro-Snax, Refillable Potion, Rabadon's Deathcap, Seeker's Armguard
lacouste, Zed, Dark Harvest, Duskblade of Draktharr, Youmuu's Ghostblade, Ionian Boots of Lucidity, Poro-Snax, Maw of Malmortius, The Black Cleaver, Serrated Dirk
lacouste, Braum, Guardian, Locket of the Iron Solari, Titanic Hydra, Mercury's Treads, Poro-Snax, Refillable Potion, Trinity Force
lacouste, Sivir, Fleet Footwork, Infinity Edge, Berserker's Greaves, Rapid Firecannon, Poro-Snax, Brawler's Gloves, Essence Reaver, Zeal
lacouste, Qiyana, Dark Harvest, Duskblade of Draktharr, Tiamat, Maw of Malmortius, Poro-Snax, Wit's End, Mercury's Treads, Trinity Force
lacouste, Kayn, Dark Harvest, The Black Cleaver, Kindlegem, Sterak's Gage, Poro-Snax, Mercury's Treads, Spectre's Cowl, Long Sword
lacouste, Azir, Lethal Tempo, Zhonya's Hourglass, Nashor's Tooth, Sorcerer's Shoes, Luden's Echo, , 
lacouste, Orianna, Summon Aery, Zhonya's Hourglass, Seraph's Embrace, Sorcerer's Shoes, Poro-Snax, Rabadon's Deathcap, Morellonomicon
hippophagy94, Xin Zhao, Hail of Blades, Enchantment: Warrior, Jaurim's Fist, Trinity Force, Ruby Crystal, Mercury's Treads, 
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Ruby Crystal, Ninja Tabi, Trinity Force, Jaurim's Fist, Pickaxe
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Trinity Force, Ninja Tabi, Sterak's Gage, , 
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Trinity Force, Mercury's Treads, Eye of the Herald, Ruby Crystal, 
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Trinity Force, Ninja Tabi, Sterak's Gage, Spectre's Cowl, Kindlegem
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Trinity Force, Broken Stopwatch, Sterak's Gage, Spirit Visage, Mercury's Treads
hippophagy94, Evelynn, Electrocute, Enchantment: Runic Echoes, The Dark Seal, Sorcerer's Shoes, Rabadon's Deathcap, Fiendish Codex, Seeker's Armguard
hippophagy94, Hecarim, Conqueror, Enchantment: Warrior, Trinity Force, Sterak's Gage, Ninja Tabi, Kindlegem, 
hippophagy94, Mordekaiser, Conqueror, Banshee's Veil, Ninja Tabi, Zhonya's Hourglass, Rylai's Crystal Scepter, Amplifying Tome, Ruby Crystal
hippophagy94, Evelynn, Electrocute, Enchantment: Runic Echoes, Rabadon's Deathcap, Zhonya's Hourglass, Mejai's Soulstealer, Sorcerer's Shoes, 
RelentIess Light, Fizz, Electrocute, Total Biscuit of Everlasting Will, Corrupting Potion, , , , 
RelentIess Light, Fizz, Electrocute, Corrupting Potion, , , , , 
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap, Sorcerer's Shoes, Blasting Wand, 
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap, Banshee's Veil, Void Staff, Luden's Echo
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Zhonya's Hourglass, Refillable Potion, Sorcerer's Shoes, Amplifying Tome, Rabadon's Deathcap
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Fiendish Codex, Sorcerer's Shoes, Needlessly Large Rod, , 
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap, Doran's Shield, Sorcerer's Shoes, Control Ward
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Fiendish Codex, Control Ward, Sorcerer's Shoes, Void Staff, Rabadon's Deathcap
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Stopwatch, Fiendish Codex, Rabadon's Deathcap, Sorcerer's Shoes, 
RelentIess Light, Vladimir, Phase Rush, Hextech Protobelt-01, Fiendish Codex, Rabadon's Deathcap, Void Staff, Sorcerer's Shoes, 
XxtriforexX, Zoe, Arcane Comet, Doran's Ring, Luden's Echo, Lich Bane, Sorcerer's Shoes, Oblivion Orb, 
XxtriforexX, Lee Sin, Conqueror, Guardian Angel, Ravenous Hydra, Boots of Mobility, Enchantment: Warrior, The Black Cleaver, Sterak's Gage
XxtriforexX, Bard, Dark Harvest, Frostfang, Twin Shadows, Boots of Mobility, Amplifying Tome, , 
XxtriforexX, Bard, Dark Harvest, Remnant of the Watchers, Boots of Speed, , , , 
XxtriforexX, Fizz, Electrocute, Corrupting Potion, Hextech Protobelt-01, Zhonya's Hourglass, Sorcerer's Shoes, Lich Bane, 
XxtriforexX, Jax, Conqueror, Corrupting Potion, Trinity Force, Ninja Tabi, Kindlegem, Long Sword, 
XxtriforexX, Kled, Conqueror, Death's Dance, Titanic Hydra, The Black Cleaver, Ninja Tabi, Sterak's Gage, 
XxtriforexX, Camille, Conqueror, Doran's Blade, Tiamat, Ninja Tabi, Ruby Crystal, Long Sword, 
XxtriforexX, Singed, Conqueror, Glacial Shroud, Corrupting Potion, Crystalline Bracer, Rylai's Crystal Scepter, Liandry's Torment, Boots of Swiftness
XxtriforexX, Riven, Conqueror, Death's Dance, Kindlegem, The Black Cleaver, Ninja Tabi, Long Sword, B. F. Sword
123x1234z12345zx, Draven, Conqueror, The Bloodthirster, Infinity Edge, Brawler's Gloves, Doran's Blade, Berserker's Greaves, 
123x1234z12345zx, Draven, Conqueror, Doran's Blade, Infinity Edge, The Bloodthirster, Berserker's Greaves, Rapid Firecannon, B. F. Sword
123x1234z12345zx, Kai'Sa, Press the Attack, Zhonya's Hourglass, Berserker's Greaves, Guinsoo's Rageblade, Doran's Blade, Manamune, Fiendish Codex
123x1234z12345zx, Draven, Conqueror, Quicksilver Sash, Phantom Dancer, The Bloodthirster, Infinity Edge, Ninja Tabi, Mortal Reminder
123x1234z12345zx, Varus, Dark Harvest, Nashor's Tooth, Sorcerer's Shoes, Luden's Echo, Poro-Snax, Rabadon's Deathcap, Morellonomicon
123x1234z12345zx, Quinn, Fleet Footwork, Infinity Edge, Boots of Speed, Guardian's Hammer, Poro-Snax, Statikk Shiv, B. F. Sword
123x1234z12345zx, Leona, Aftershock, Targon's Brace, Knight's Vow, Ninja Tabi, Crystalline Bracer, Forbidden Idol, Control Ward
123x1234z12345zx, Morgana, Summon Aery, Frostfang, Ionian Boots of Lucidity, Fiendish Codex, Control Ward, , 
123x1234z12345zx, Teemo, Summon Aery, Blade of the Ruined King, Berserker's Greaves, Doran's Blade, Nashor's Tooth, , 
123x1234z12345zx, Karma, Summon Aery, Zhonya's Hourglass, Corrupting Potion, Boots of Speed, Amplifying Tome, , 
Midnight, Kennen, Arcane Comet, Sorcerer's Shoes, Zhonya's Hourglass, Morellonomicon, Poro-Snax, Blasting Wand, 
Midnight, Lux, Summon Aery, Sorcerer's Shoes, Broken Stopwatch, Frostfang, Luden's Echo, Seeker's Armguard, 
Midnight, Lux, Summon Aery, Sorcerer's Shoes, Zhonya's Hourglass, Remnant of the Watchers, Control Ward, Luden's Echo, 
Midnight, Pantheon, Conqueror, The Black Cleaver, Corrupting Potion, Mercury's Treads, Hexdrinker, Executioner's Calling, 
Midnight, Kled, Conqueror, Doran's Blade, Titanic Hydra, Ninja Tabi, The Black Cleaver, Cloth Armor, 
Midnight, Lux, Summon Aery, Sorcerer's Shoes, Zhonya's Hourglass, Remnant of the Watchers, Null-Magic Mantle, Luden's Echo, 
Midnight, Lux, Summon Aery, Sorcerer's Shoes, Broken Stopwatch, Frostfang, Luden's Echo, Mejai's Soulstealer, 
Midnight, Leona, Aftershock, Boots of Mobility, Locket of the Iron Solari, Targon's Brace, Giant's Belt, Knight's Vow, Control Ward
Midnight, Nautilus, Aftershock, Ninja Tabi, Knight's Vow, Targon's Brace, , , 
Midnight, Kog'Maw, Lethal Tempo, Guinsoo's Rageblade, Bilgewater Cutlass, Berserker's Greaves, Poro-Snax, Runaan's Hurricane, Wit's End
Icebolts, Lucian, Press the Attack, Phage, Blade of the Ruined King, Berserker's Greaves, Doran's Shield, Kindlegem, 
Icebolts, Tahm Kench, Guardian, Remnant of the Aspect, Total Biscuit of Everlasting Will, Boots of Swiftness, Kindlegem, Cloth Armor, 
Icebolts, Ryze, Phase Rush, Needlessly Large Rod, Seraph's Embrace, Mercury's Treads, Abyssal Mask, Frozen Heart, Needlessly Large Rod
Icebolts, Ryze, Phase Rush, Refillable Potion, Seraph's Embrace, Righteous Glory, Abyssal Mask, Mercury's Treads, Glacial Shroud
Icebolts, Ryze, Phase Rush, Sapphire Crystal, Refillable Potion, , , , 
Icebolts, Azir, Lethal Tempo, Doran's Ring, Health Potion, Doran's Ring, Nashor's Tooth, Boots of Speed, 
Icebolts, Ryze, Phase Rush, Cloth Armor, Seraph's Embrace, Control Ward, Glacial Shroud, Boots of Swiftness, Ruby Crystal
Icebolts, Ryze, Phase Rush, Refillable Potion, Seraph's Embrace, Abyssal Mask, Mercury's Treads, Frozen Heart, 
Icebolts, Ryze, Phase Rush, Archangel's Staff, Refillable Potion, Sorcerer's Shoes, Control Ward, Negatron Cloak, 
Icebolts, Olaf, Conqueror, Enchantment: Cinderhulk, Spectre's Cowl, The Black Cleaver, Ninja Tabi, Thornmail, Kindlegem
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Sorcerer's Shoes, Lich Bane, Zhonya's Hourglass, The Dark Seal, 
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Amplifying Tome, Zhonya's Hourglass, Sorcerer's Shoes, Banshee's Veil
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Banshee's Veil, Amplifying Tome, Zhonya's Hourglass, Sorcerer's Shoes, Lich Bane
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Athene's Unholy Grail, Sorcerer's Shoes, Mejai's Soulstealer, 
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Zhonya's Hourglass, Amplifying Tome, Sorcerer's Shoes, 
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Amplifying Tome, Zhonya's Hourglass, Sorcerer's Shoes, The Dark Seal
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Fiendish Codex, Ninja Tabi, , 
SNiKerDoDle, Morgana, Summon Aery, Boots of Mobility, Rylai's Crystal Scepter, Frostfang, Zhonya's Hourglass, Control Ward, 
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Fiendish Codex, Broken Stopwatch, Seeker's Armguard, Sorcerer's Shoes
SNiKerDoDle, Nidalee, Electrocute, Enchantment: Runic Echoes, Lich Bane, Zhonya's Hourglass, Needlessly Large Rod, Sorcerer's Shoes, 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Giant's Belt, Crystalline Bracer, Kindlegem
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Control Ward, Giant's Belt, Kindlegem
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Warmog's Armor, Mercury's Treads, Giant's Belt, , 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Abyssal Mask, Catalyst of Aeons, 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Giant's Belt, Kindlegem, 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Mercury's Treads, Dead Man's Plate, Cloth Armor, Cloth Armor, Control Ward
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Catalyst of Aeons, Negatron Cloak, 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Giant's Belt, Control Ward, Kindlegem
Zouloulou, Leona, Aftershock, Relic Shield, Health Potion, Total Biscuit of Everlasting Will, , , 
Zouloulou, Leona, Aftershock, Remnant of the Aspect, Locket of the Iron Solari, Mercury's Treads, Giant's Belt, Kindlegem, Control Ward
xDoYouMissMe, Vladimir, Phase Rush, Rabadon's Deathcap, Refillable Potion, Broken Stopwatch, Ionian Boots of Lucidity, Fiendish Codex, 
xDoYouMissMe, Nasus, Arcane Comet, Void Staff, Zhonya's Hourglass, Mercury's Treads, Doran's Ring, Trinity Force, 
xDoYouMissMe, Trundle, Grasp of the Undying, Spear of Shojin, Titanic Hydra, Cloth Armor, Ninja Tabi, Trinity Force, Jaurim's Fist
xDoYouMissMe, Gangplank, Grasp of the Undying, Trinity Force, Youmuu's Ghostblade, Infinity Edge, Muramana, Essence Reaver, Mortal Reminder
xDoYouMissMe, Kha'Zix, Electrocute, Enchantment: Warrior, Edge of Night, Broken Stopwatch, Mercury's Treads, The Black Cleaver, Duskblade of Draktharr
xDoYouMissMe, Nasus, Arcane Comet, Liandry's Torment, Zhonya's Hourglass, Trinity Force, Ninja Tabi, The Dark Seal, Void Staff
xDoYouMissMe, Nasus, Arcane Comet, Doran's Ring, Brawler's Gloves, Trinity Force, Boots of Speed, Statikk Shiv, 
xDoYouMissMe, Nasus, Grasp of the Undying, Doran's Ring, Refillable Potion, Ninja Tabi, Trinity Force, , 
xDoYouMissMe, Darius, Conqueror, Doran's Blade, Sterak's Gage, Mercury's Treads, Raptor Cloak, Trinity Force, 
xDoYouMissMe, Nasus, Grasp of the Undying, Dead Man's Plate, Zz'Rot Portal, Mercury's Treads, Kindlegem, Trinity Force, Bramble Vest
DeMar DeR0zan, Sivir, Fleet Footwork, Doran's Blade, Infinity Edge, Essence Reaver, Berserker's Greaves, Rapid Firecannon, 
DeMar DeR0zan, Kassadin, Fleet Footwork, Seraph's Embrace, Zhonya's Hourglass, Rod of Ages, Needlessly Large Rod, Sorcerer's Shoes, Needlessly Large Rod
DeMar DeR0zan, Viktor, Kleptomancy, Zhonya's Hourglass, Corrupting Potion, Perfect Hex Core, Iceborn Gauntlet, Ionian Boots of Lucidity, Blasting Wand
DeMar DeR0zan, Malphite, Arcane Comet, Knight's Vow, Giant's Belt, The Dark Seal, Ninja Tabi, Sunfire Cape, Negatron Cloak
DeMar DeR0zan, Ezreal, Kleptomancy, Ninja Tabi, Iceborn Gauntlet, Amplifying Tome, Cull, Manamune, Doran's Blade
DeMar DeR0zan, Kassadin, Fleet Footwork, Corrupting Potion, Archangel's Staff, The Dark Seal, Rod of Ages, Mercury's Treads, Seeker's Armguard
DeMar DeR0zan, Irelia, Conqueror, Corrupting Potion, Tiamat, Doran's Blade, Phage, Ninja Tabi, Sheen
DeMar DeR0zan, Cassiopeia, Phase Rush, Doran's Ring, Health Potion, , , , 
DeMar DeR0zan, Cassiopeia, Phase Rush, Seeker's Armguard, Doran's Ring, Doran's Ring, Rod of Ages, Archangel's Staff, Amplifying Tome
DeMar DeR0zan, Lucian, Press the Attack, Blade of the Ruined King, Phage, Kindlegem, Doran's Blade, Caulfield's Warhammer, Ionian Boots of Lucidity
RRG Bjørn, Vi, Aftershock, Guardian Angel, Hexdrinker, Ninja Tabi, Trinity Force, Sterak's Gage, Enchantment: Warrior
RRG Bjørn, Blitzcrank, Aftershock, Boots of Mobility, Zeke's Convergence, Remnant of the Aspect, Control Ward, Cloth Armor, Kindlegem
RRG Bjørn, Blitzcrank, Aftershock, Zeke's Convergence, Glacial Shroud, Remnant of the Aspect, Boots of Mobility, , 
RRG Bjørn, Vi, Aftershock, Enchantment: Warrior, Refillable Potion, Trinity Force, Ninja Tabi, Jaurim's Fist, Pickaxe
RRG Bjørn, Leona, Aftershock, Zeke's Convergence, Locket of the Iron Solari, Remnant of the Aspect, Control Ward, Crystalline Bracer, Boots of Mobility
RRG Bjørn, Blitzcrank, Aftershock, Zeke's Convergence, Knight's Vow, Remnant of the Aspect, Glacial Shroud, Boots of Mobility, Crystalline Bracer
RRG Bjørn, Sejuani, Aftershock, Enchantment: Cinderhulk, Refillable Potion, Ruby Crystal, Ninja Tabi, Control Ward, Chain Vest
RRG Bjørn, Vi, Aftershock, Enchantment: Warrior, Refillable Potion, Trinity Force, Mercury's Treads, Sterak's Gage, Adaptive Helm
RRG Bjørn, Shaco, Dark Harvest, Youmuu's Ghostblade, Tiamat, Zeal, Duskblade of Draktharr, Kircheis Shard, Boots of Mobility
RRG Bjørn, Qiyana, Electrocute, Youmuu's Ghostblade, Tiamat, Duskblade of Draktharr, The Black Cleaver, Ninja Tabi, Sterak's Gage
MythologyGod, Hecarim, Dark Harvest, Trinity Force, Duskblade of Draktharr, Boots of Mobility, Dead Man's Plate, , 
MythologyGod, Mordekaiser, Dark Harvest, Kindlegem, Zhonya's Hourglass, Sorcerer's Shoes, Liandry's Torment, Hextech Gunblade, 
MythologyGod, Mordekaiser, Hail of Blades, Enchantment: Cinderhulk, Iceborn Gauntlet, Ninja Tabi, Rylai's Crystal Scepter, Null-Magic Mantle, 
MythologyGod, Tryndamere, Dark Harvest, Infinity Edge, Phantom Dancer, Berserker's Greaves, Essence Reaver, Wit's End, Executioner's Calling
Satans Cards, Twisted Fate, Arcane Comet, Doran's Ring, Lich Bane, Mercury's Treads, The Dark Seal, Luden's Echo, 
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Corrupting Potion, Ninja Tabi, Rapid Firecannon, Negatron Cloak, Dagger
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Corrupting Potion, Wit's End, Rapid Firecannon, Boots of Swiftness, Recurve Bow
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Corrupting Potion, Wit's End, Rapid Firecannon, Mercury's Treads, 
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Seeker's Armguard, Rapid Firecannon, Wit's End, Maw of Malmortius, Ninja Tabi
Satans Cards, Twisted Fate, Kleptomancy, Mercury's Treads, Corrupting Potion, Rapid Firecannon, Wit's End, Trinity Force, 
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Corrupting Potion, Pilfered Stealth Ward, Slightly Magical Boots, , 
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Corrupting Potion, Ninja Tabi, Wit's End, Dagger, Brawler's Gloves
Satans Cards, Twisted Fate, Kleptomancy, Trinity Force, Zhonya's Hourglass, Corrupting Potion, Wit's End, Boots of Swiftness, Rapid Firecannon
Satans Cards, Twisted Fate, Arcane Comet, Doran's Ring, Rabadon's Deathcap, Luden's Echo, Mercury's Treads, Lich Bane, 
fizz alert, Sivir, Fleet Footwork, Berserker's Greaves, Essence Reaver, Phantom Dancer, Doran's Blade, , 
fizz alert, Jhin, Fleet Footwork, Mercury's Treads, Infinity Edge, Essence Reaver, Rapid Firecannon, Doran's Blade, Long Sword
